origen;url;titulo;precio;moneda;marca;modelo;hp_motor;anio;formas_pago;ubicacion;condicion;descripcion;precio_nor
Rastroagro;https://rastroagro.com/tractores/zanello-500-c-1997-pub-24-08-15-10-24-09;Tractor Zanello 500 C;Consultar;;Zanello 500;C;200.0;1997.0;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Zanello 500 C Productos similares : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 100 M 2026 Buenos Aires ‹ › U$S 30.900 + IVA -5% DE CONTADO Tractor Zanello 4200 1985 Buenos Aires ‹ › $ 63.860.000 + IVA -7% DE CONTADO Tractor Pauny EVO 250 A 2014 Buenos Aires ‹ › U$S 44.290 + IVA Tractor Zanello 450 1988 Buenos Aires ‹ › U$S 103.000 Tractor New Holland T7060 2011 Santa Fe : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 155 2026 Buenos Aires ‹ › U$S 79.310 + IVA -10% DE CONTADO Tractor Massey Ferguson 680 ADV 2008 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 230 C 2026 Buenos Aires ‹ › U$S 123.600 Tractor New Holland T7.195 2018 Santa Fe U$S 28.620 + IVA -15% DE CONTADO Tractor Massey Ferguson 1215 No especifica Córdoba Productos similares;
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-6713-0-pub-24-08-20-11-21-22;Tractor Massey Ferguson 6713;Consultar;;Massey Ferguson;6713;138.0;2026.0;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Pala frontal opcional Omar Martin Productos similares ‹ › Consultar Tractor Zanello Pauny 250 2003 Santa Fe ‹ › U$S 39.140 + IVA -5% DE CONTADO Tractor Zanello 460 1993 Buenos Aires : O KM Consultar -5% DE CONTADO Tractor Case Farmall 110A 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 7350 2026 Córdoba ‹ › U$S 56.650 + IVA Tractor Pauny 250 A 2008 Córdoba ‹ › U$S 50.470 + IVA -10% DE CONTADO Tractor Massey Ferguson 292 2008 La Pampa U$S 68.959 Tractor Deutz Fahr 6.125 2005 Córdoba ‹ › Consultar Tractor Valtra AR190 2019 Buenos Aires ‹ › U$S 36.771 Tractor Massey Ferguson 1640 No especifica Córdoba ‹ › U$S 128.750 + IVA -5% DE CONTADO Tractor New Holland T7.205 2021 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-7390-0-pub-24-08-20-10-51-38;Tractor Massey Ferguson 7390;Consultar;;Massey Ferguson;7390;200.0;2026.0;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Massey Ferguson 7390 Productos similares : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 500 Novo 2026 Buenos Aires ‹ › U$S 90.228 + IVA Tractor Pauny EVO 500 C 2013 Santa Fe : O KM ‹ › Consultar Tractor Massey Ferguson 7724 S 2026 Córdoba ‹ › Consultar Tractor Zanello 220M No especifica Buenos Aires ‹ › Consultar Tractor New Holland T7.240 2013 Buenos Aires ‹ › U$S 164.800 + IVA Tractor Valtra BH 214 2024 Córdoba : O KM ‹ › Consultar Tractor Pauny Bravo 7710 Serie A 2026 Buenos Aires ‹ › U$S 87.550 + IVA -10% DE CONTADO Tractor Agco Allis 6.220 2004 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 8730 2026 Buenos Aires ‹ › U$S 139.050 + IVA Tractor New Holland T7.240 2016 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-8732-s-0-pub-24-08-20-10-59-39;Tractor Massey Ferguson 8732 S;Consultar;;Massey Ferguson 8732;S;320.0;2026.0;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Massey Ferguson 8732 S Productos similares : O KM ‹ › Consultar Tractor Pauny Novo 500 2026 Buenos Aires ‹ › U$S 139.050 + IVA Tractor New Holland T7.240 2016 Buenos Aires ‹ › U$S 162.740 + IVA -10% DE CONTADO Tractor New Holland T7.245 2012 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Magnum 290 2026 Buenos Aires : O KM Consultar Tractor Pauny 500 C 2026 Buenos Aires : INMEDIATA ‹ › Consultar Tractor Zanello 500 C 1997 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 215 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny 580 Bravo 2026 Buenos Aires ‹ › Consultar Tractor Zanello 220M No especifica Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny EVO 540 C 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/fiat-980-dt-0-pub-24-08-12-15-46-09;Tractor Fiat 980-DT;U$S 36.050 + IVA;USD;Fiat;980-DT;110.0;;Anticipo 40 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Fiat 980-DT Productos similares U$S 68.959 Tractor Deutz Fahr 6.125 2005 Córdoba : O KM ‹ › U$S 202.189 + IVA Tractor New Holland T7.190 2026 Córdoba ‹ › U$S 70.040 + IVA Tractor Massey Ferguson 680/4 2001 Córdoba U$S 95.400 + IVA -15% DE CONTADO Tractor Agco Allis 6220A 2011 Córdoba ‹ › U$S 66.950 + IVA Tractor New Holland TM7020 2010 Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case 130A 2026 Buenos Aires ‹ › U$S 72.100 Tractor John Deere 7700 1998 Santa Fe ‹ › U$S 82.400 + IVA Tractor New Holland TM7040 2013 Buenos Aires ‹ › U$S 99.910 + IVA Tractor Pauny EVO 280 A 2023 Buenos Aires : O KM ‹ › Consultar Tractor Chery RC1404C 2026 Santa Fe Productos similares;36050.0
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-4283-0-pub-24-08-20-10-44-54;Tractor Massey Ferguson 4283;Consultar;;Massey Ferguson;4283;95.0;2026.0;Anticipo 30 % + saldo a convenír | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Massey Ferguson 4283 Productos similares : O KM ‹ › Consultar Tractor Zanello 4055 2024 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 4307 2026 Buenos Aires ‹ › U$S 14.420 + IVA Tractor Massey Ferguson 1175 1979 Santa Fe : O KM Consultar Tractor Roland H H100 2026 Buenos Aires : O KM ‹ › Consultar Tractor Lovol 604 EF 2026 Buenos Aires ‹ › U$S 19.570 + IVA Tractor Fiat 880 1986 Buenos Aires ‹ › U$S 19.570 + IVA Tractor Deutz AX100 1988 La Pampa ‹ › Consultar Tractor Massey Ferguson 1185 No especifica Córdoba ‹ › U$S 41.200 + IVA Tractor New Holland TL95 2006 Córdoba ‹ › U$S 24.720 Tractor Massey Ferguson 1195 L 1995 Córdoba Productos similares;
Rastroagro;https://rastroagro.com/tractores/zanello-4055-2024-pub-24-09-17-15-48-26;Tractor Zanello 4055;Consultar;;Zanello;4055;55.0;2024.0;Anticipo 40 % + 12 cheques | Córdoba | Medios de pago | Financiamiento;Córdoba;Usado;Tractor Zanello 4055 Productos similares ‹ › U$S 37.100 + IVA Tractor Valtra BF75 No especifica Buenos Aires ‹ › Consultar Tractor John Deere 2420 1979 Córdoba ‹ › U$S 51.500 Tractor Massey Ferguson 4283 2020 Buenos Aires Consultar Tractor Fiat 780 con pala No especifica Córdoba ‹ › U$S 17.510 + IVA -10% DE CONTADO Tractor Zanello UP 100 1985 La Pampa ‹ › U$S 18.025 + IVA Tractor John Deere 2420 No especifica Santa Fe ‹ › U$S 15.900 + IVA Tractor Fiat 800E 1980 Buenos Aires ‹ › U$S 80.340 Tractor Massey Ferguson 297 con grúa 2006 Buenos Aires ‹ › Consultar Tractor John Deere 3420 1976 Buenos Aires ‹ › Consultar Tractor Pauny 180 A 2016 La Pampa Productos similares;
Rastroagro;https://rastroagro.com/tractores/fiat-700e-1-pub-24-09-18-14-02-32;Tractor Fiat 700E;Consultar;;Fiat;700E;70.0;;Anticipo 40 % + saldo a convenír | 12 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Fiat 700E Productos similares : O KM ‹ › U$S 33.040 IVA incluido Tractor Chery RK 704 2026 Buenos Aires ‹ › U$S 40.280 Tractor Deutz Allis 5.80F 1998 Buenos Aires : O KM : INMEDIATA U$S 38.296 + IVA -8% DE CONTADO Tractor Chery rk 704 2026 Buenos Aires ‹ › Consultar Tractor Fiat 650 1975 Buenos Aires ‹ › Consultar Tractor Deutz A85 No especifica Buenos Aires ‹ › U$S 26.780 + IVA Tractor John Deere 3420 transformado a 4420 1974 Santa Fe ‹ › Consultar Tractor John Deere 2850 No especifica Córdoba ‹ › Consultar Tractor Massey Ferguson 1175 1979 Buenos Aires : O KM U$S 39.794 IVA incluido Tractor Kioti RX7630 2026 Buenos Aires : O KM ‹ › Consultar Tractor Roland H H070 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/chery-rk-904f-0-pub-24-08-10-08-26-35;Tractor Chery RK 904F;U$S 34.505 + IVA;USD;Chery RK;904F;92.0;2026.0;Anticipo 30 % + 12 cheques | 6 cheques (cuotas mensuales) | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Chery RK 904F Productos similares ‹ › Consultar Tractor Massey Ferguson 1075 No especifica Buenos Aires ‹ › Consultar Tractor John Deere 5705 No especifica Buenos Aires ‹ › U$S 12.360 + IVA Tractor Fiat 60R No especifica Córdoba ‹ › U$S 20.600 + IVA Tractor Deutz 85 1976 Santa Fe ‹ › U$S 40.280 Tractor Deutz Allis 5.80F 1998 Buenos Aires ‹ › U$S 25.440 + IVA Tractor Massey Ferguson 290 No especifica Buenos Aires ‹ › Consultar -8% DE CONTADO Tractor Massey Ferguson 1185 #6174 1989 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 4308E 2026 Buenos Aires : O KM ‹ › U$S 29.664 + IVA Tractor Roland H H 070 2026 Buenos Aires ‹ › U$S 22.660 Tractor Massey Ferguson 1195 1984 Santa Fe Productos similares;34505.0
Rastroagro;https://rastroagro.com/tractores/otras-t25-1984-pub-24-09-30-13-41-35;Tractor Ruslan T25;Consultar;;Ruslan;T25;25.0;1984.0;;Buenos Aires;Nuevo;Tractor Ruslan T25 / A reparar Productos similares ‹ › Consultar Tractor Fiat 450 No especifica Buenos Aires ‹ › Consultar Tractor Hanomag 300 A No especifica Buenos Aires : O KM ‹ › Consultar Tractor Lovol 250 parquero 2026 Buenos Aires : O KM : INMEDIATA ‹ › U$S 30.774 + IVA Tractor Kubota B3800 2026 Buenos Aires : O KM U$S 24.910 IVA incluido Tractor Kioti CS2610 2026 Buenos Aires : O KM ‹ › Consultar Tractor Roland H H050 2026 Buenos Aires : O KM ‹ › Consultar Tractor Lovol 254 E 2026 Buenos Aires ‹ › U$S 13.184 + IVA Tractor Hanomag 304 A 2021 Buenos Aires : O KM ‹ › U$S 27.073 IVA incluido Tractor Lovol TB504 2026 Buenos Aires ‹ › Consultar Tractor Taishan 18 No especifica Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/case-magnum-340-2014-pub-24-09-23-14-24-51;Tractor Case Magnum 340;U$S 242.050 + IVA;USD;Case Magnum;340;340.0;2014.0;CONTADO: 5 % descuento | Anticipo 30 % + 6 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Case Magnum 340 Productos similares ‹ › U$S 61.800 + IVA Tractor Zanello 500 C 1995 Buenos Aires ‹ › U$S 162.740 + IVA -10% DE CONTADO Tractor New Holland T7.245 2012 Buenos Aires : O KM ‹ › Consultar Tractor Valtra S294 2026 Córdoba ‹ › Consultar Tractor Pauny EVO 540 C 2020 Santa Fe ‹ › U$S 62.830 + IVA -5% DE CONTADO Tractor Zanello 540 1995 La Pampa : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Puma 230 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny EVO 500 C con hoja topadora 2026 Buenos Aires : INMEDIATA ‹ › Consultar Tractor Zanello 540 98 Buenos Aires ‹ › $ 122.570.000 + IVA -7% DE CONTADO Tractor Pauny EVO 580 C 2018 Buenos Aires ‹ › U$S 72.100 + IVA Tractor Pauny Audaz 2200 2019 Buenos Aires Productos similares;242050.0
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-1175-1989-pub-24-09-30-13-40-21;Tractor Massey Ferguson 1175;Consultar;;Massey Ferguson;1175;75.0;1989.0;Anticipo 50 % + saldo a convenír | Anticipo 40 % + 6 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Massey Ferguson 1175 Productos similares ‹ › Consultar Tractor Zanello UP 100 1985 Buenos Aires ‹ › $ 21.218.000 + IVA Tractor Agco Allis 6.95 2008 Mendoza ‹ › U$S 41.200 + IVA Tractor Valtra A990 2010 Buenos Aires : O KM Consultar -10% DE CONTADO Tractor Case Farmall 80 2026 La Pampa ‹ › Consultar Tractor Hanomag 854 A 2023 Buenos Aires ‹ › Consultar Tractor John Deere 2730 1990 Córdoba : O KM : INMEDIATA ‹ › Consultar Tractor Valtra A 850 2026 Buenos Aires ‹ › Consultar Tractor Pauny 180 A No especifica Buenos Aires : O KM ‹ › Consultar Tractor Chery RK-704 2026 Entre Ríos U$S 51.500 + IVA Tractor Case Farmall 95 2019 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/zanello-540-c-1998-pub-24-09-30-13-32-00;Tractor Zanello 540 C;Consultar;;Zanello 540;C;240.0;1998.0;Anticipo 50 % + saldo a convenír | Anticipo 40 % + 6 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Zanello 540 C Productos similares ‹ › U$S 143.170 + IVA -5% DE CONTADO Tractor Case Puma 205 2017 La Pampa : O KM Consultar -10% DE CONTADO Tractor Case Magnum 260 2026 Buenos Aires : O KM Consultar Tractor Pauny 500 C 2026 Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 8737 2026 Buenos Aires ‹ › U$S 143.170 + IVA -5% DE CONTADO Tractor Massey Ferguson 7390 2020 La Pampa ‹ › Consultar Tractor Pauny EVO 540 C 2019 Buenos Aires ‹ › U$S 51.500 + IVA -5% DE CONTADO Tractor Zanello Pauny 500 C 2003 Buenos Aires ‹ › Consultar Tractor Pauny EVO 540 C 2016 Buenos Aires ‹ › U$S 162.740 + IVA -10% DE CONTADO Tractor New Holland T7.245 2012 Buenos Aires : O KM Consultar Tractor Valtra S274 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/hanomag-854-a-2023-pub-24-09-30-13-36-40;Tractor Hanomag 854 A;Consultar;;Hanomag 854;A;85.0;2023.0;Anticipo 50 % + saldo a convenír | Anticipo 40 % + 6 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Tractor Hanomag 854 A Productos similares : O KM ‹ › Consultar Tractor Massey Ferguson 4308E 2026 Buenos Aires : O KM ‹ › Consultar Tractor Chery RK-704 2026 Entre Ríos : O KM U$S 32.860 + IVA -15% DE CONTADO Tractor Chery 704F 2026 Córdoba ‹ › Consultar Tractor Massey Ferguson 165 No especifica Buenos Aires : O KM ‹ › Consultar -5% DE CONTADO Tractor Case Farmall 55 JXM 2026 Buenos Aires ‹ › U$S 25.153 + IVA Tractor Massey Ferguson 1195 1992 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 1075 No especifica Buenos Aires ‹ › Consultar Tractor Fiat 980 1995 Buenos Aires ‹ › Consultar Tractor John Deere 2850 No especifica Córdoba : O KM : INMEDIATA ‹ › U$S 18.734 IVA incluido Tractor Bronco 604 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/chery-rd-304-0-pub-24-09-30-11-12-14;Tractor Chery RD 304;Consultar;;Chery RD;304;30.0;2026.0;Anticipo 40 % + 5 cheques | 6 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Tractor Chery RD 304 Productos similares ‹ › U$S 28.840 + IVA Tractor Hanomag TR45 2023 Buenos Aires : O KM ‹ › Consultar Tractor Roland H RH025 2026 Entre Ríos ‹ › Consultar Tractor Fahr D400 No especifica Buenos Aires ‹ › U$S 10.300 + IVA Tractor John Deere 1420 1975 Mendoza : O KM ‹ › Consultar -10% DE CONTADO Tractor Chery RD300 2026 Buenos Aires ‹ › U$S 8.240 + IVA Tractor Fiat 400 No especifica Córdoba : O KM ‹ › U$S 14.935 + IVA Tractor Roland H H025 2026 Buenos Aires : O KM U$S 24.910 IVA incluido Tractor Kioti CS2610 2026 Buenos Aires : O KM ‹ › U$S 27.073 IVA incluido Tractor Lovol TB504 2026 Buenos Aires : O KM ‹ › Consultar Tractor Lovol 504 B 2026 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/deutz-55-1975-pub-24-09-30-09-53-11;Tractor Deutz 55;U$S 16.480 + IVA;USD;Deutz;55;55.0;1975.0;Anticipo 40 % + 5 cheques | 6 cheques (cuotas mensuales) | Santa Fe | Medios de pago | Financiamiento;Santa Fe;Nuevo;Tractor Deutz 55 con Pala Frontal Productos similares ‹ › Consultar Tractor Massey Ferguson 1098 1994 Córdoba ‹ › Consultar Tractor Zanello UP 100 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Massey Ferguson 4308E 2026 Buenos Aires ‹ › U$S 41.200 + IVA Tractor New Holland TD95D 2011 Santa Fe ‹ › U$S 10.600 + IVA Tractor Fiat Supersom 55 1970 Córdoba ‹ › Consultar Tractor Massey Ferguson 155 No especifica Buenos Aires ‹ › Consultar Tractor Deutz A85 No especifica Buenos Aires : O KM ‹ › U$S 35.749 IVA incluido Tractor Zanello 4080 agrícola 2026 Córdoba ‹ › Consultar Tractor Massey Ferguson 1075 No especifica Buenos Aires : O KM U$S 27.625 IVA incluido Tractor Lovol TEF604 2026 Buenos Aires Productos similares;16480.0
Rastroagro;https://rastroagro.com/tractores/zanello-220-1990-pub-24-09-26-14-47-16;Tractor Zanello 220;U$S 24.720 + IVA;USD;Zanello;220;120.0;1990.0;Anticipo 40 % + 12 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM Consultar Tractor Valtra BH194 2026 Buenos Aires : O KM Consultar Tractor Valtra A Hitech 2026 Buenos Aires : O KM Consultar Tractor Lovol 1504 R 2026 Córdoba ‹ › Consultar Tractor Zanello W4200 1983 Buenos Aires ‹ › U$S 83.945 + IVA -5% DE CONTADO Tractor Pauny EVO 280 A 2025 Buenos Aires ‹ › U$S 51.500 + IVA Tractor Deutz Fahr AX 4.170 1999 Buenos Aires ‹ › U$S 41.200 + IVA Tractor Agco Allis 6.125 DT 2003 Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 7350 2026 Córdoba ‹ › Consultar Tractor New Holland TD5 2015 Buenos Aires ‹ › U$S 76.220 + IVA -10% DE CONTADO Tractor John Deere 4760 1993 La Pampa Productos similares;24720.0
Rastroagro;https://rastroagro.com/tractores/fiat-1880-1986-pub-24-09-26-10-32-35;Tractor Fiat 1880;U$S 53.560 + IVA;USD;Fiat;1880;180.0;1986.0;Anticipo 40 % + 12 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › Consultar Tractor Pauny EVO 250 2013 Buenos Aires ‹ › U$S 26.780 Tractor Deutz Fahr AX 120 1986 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 1195 S 1997 Buenos Aires ‹ › Consultar Tractor Zanello W4200 1983 Buenos Aires ‹ › U$S 51.500 + IVA Tractor Valtra BH145 2008 Córdoba : O KM U$S 106.338 + IVA Tractor Pauny EVO 280 A 2026 Buenos Aires : O KM ‹ › Consultar -7% DE CONTADO Tractor Pauny P-Trac 180 2026 Buenos Aires ‹ › U$S 56.650 + IVA Tractor Agco Allis 6.150 2009 Buenos Aires ‹ › U$S 27.810 + IVA Tractor Deutz Fahr AX110L No especifica Santa Fe ‹ › Consultar Tractor Valtra BH 160 2008 Buenos Aires Productos similares;53560.0
Rastroagro;https://rastroagro.com/tractores/new-holland-tm95-2021-pub-24-09-26-12-30-15;Tractor New Holland TM95;U$S 77.250 + IVA;USD;New Holland;TM95;90.0;2021.0;Anticipo 40 % + 12 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › U$S 28.016 + IVA -5% DE CONTADO Tractor Valtra Valmet 885 S 1997 Buenos Aires ‹ › U$S 26.780 Tractor John Deere 3530 1978 Córdoba ‹ › Consultar Tractor Fiat 700E No especifica Buenos Aires ‹ › U$S 15.900 + IVA Tractor Fiat 800E 1980 Buenos Aires ‹ › U$S 12.360 + IVA Tractor Fiat 60R No especifica Córdoba : O KM ‹ › Consultar Tractor Massey Ferguson 3308 2026 Córdoba ‹ › U$S 18.540 + IVA -5% DE CONTADO Tractor Massey Ferguson 1185 No especifica Buenos Aires : O KM ‹ › Consultar Tractor Lovol 754N-B 2026 Buenos Aires : O KM U$S 27.625 IVA incluido Tractor Lovol TEF604 2026 Buenos Aires ‹ › Consultar Tractor John Deere 730 No especifica Córdoba Productos similares;77250.0
Rastroagro;https://rastroagro.com/tractores/massey-ferguson-1185-1989-pub-24-09-25-16-06-13;Tractor Massey Ferguson 1185 #6174;Consultar;;Massey Ferguson 1185;#6174;85.0;1989.0;CONTADO: 8 % descuento | Anticipo 30 % + 4 pagos semestrales | Anticipo 30 % + 8 pagos semestrales | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares : O KM ‹ › Consultar Tractor Lovol Europard 1004 2026 Buenos Aires : O KM Consultar Tractor Roland H H100 2026 Buenos Aires ‹ › U$S 4.944 Tractor John Deere 730 1980 Buenos Aires ‹ › U$S 12.360 + IVA -10% DE CONTADO Tractor Massey Ferguson 1078 1976 La Pampa ‹ › Consultar Tractor Pauny 180 A No especifica Buenos Aires Consultar Tractor New Holland TM150 No especifica Córdoba ‹ › U$S 16.480 + IVA Tractor Deutz 55 1975 Santa Fe ‹ › U$S 33.475 + IVA -10% DE CONTADO Tractor Case JX80 2010 Buenos Aires ‹ › Consultar Tractor John Deere 2420 No especifica Buenos Aires ‹ › U$S 28.016 + IVA -5% DE CONTADO Tractor Valtra Valmet 885 S 1997 Buenos Aires Productos similares;
Rastroagro;https://rastroagro.com/tractores/fiat-880-1990-pub-24-09-26-10-20-29;Tractor Fiat 880;U$S 33.990 + IVA;USD;Fiat;880;90.0;1990.0;Anticipo 40 % + 12 cheques | Buenos Aires | Medios de pago | Financiamiento;Buenos Aires;Nuevo;Productos similares ‹ › Consultar Tractor Deutz A85 1975 Buenos Aires ‹ › U$S 10.600 + IVA Tractor Fiat Supersom 55 1970 Córdoba ‹ › Consultar Tractor Fahr 55 hp 1966 Buenos Aires : O KM ‹ › Consultar Tractor Valtra A 750 2026 Córdoba : O KM U$S 37.570 IVA incluido Tractor Lovol TH754 2026 Buenos Aires : O KM U$S 29.582 IVA incluido Tractor Kioti DK5810N 2026 Buenos Aires ‹ › Consultar Tractor Massey Ferguson 1175 No especifica Buenos Aires : O KM Consultar Tractor New Holland TT4.65 2026 Mendoza : O KM ‹ › Consultar Tractor Massey Ferguson 4308E 2026 Buenos Aires : O KM Consultar -5% DE CONTADO Tractor Case Farmall 75 JXM 2026 Buenos Aires Productos similares;33990.0
